title,company,requirement,salary,technical_skill,location,working_time,image_url,job_url
Java Software Engineer,Alipay,,Negotiable,"['spring', 'orm', 'java', 'junit', 'sql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/5620.png,https://nodeflair.com/jobs/alipay-java-software-engineer-191687?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
[HCM - VELA] Junior NodeJS Engineer,Velacorp,,Negotiable,"['container', 'nextjs', 'aws', 'rest api', 'api', 'play', 'ci', 'git', 'html', 'angular', 'javascript', 'nodejs', 'postgresql', 'react', 'mongodb', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9581.png,https://nodeflair.com/jobs/velacorp-hcm-vela-junior-nodejs-engineer-191686?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Fullstack Engineer (NodeJS, ReactJS)",Restaff - House Of Norway,,Negotiable,"['http', 'rest api', 'docker', 'ci', 'microsoft', 'rabbitmq', 'azure', 'kubernetes', 'kafka', 'typescript', 'nodejs', 'postgresql', 'graphql', 'redis', 'react', 'mongodb']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10040.png,https://nodeflair.com/jobs/restaff-house-of-norway-fullstack-engineer-nodejs-reactjs-191685?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Backend Developer (Java),Ho Chi Minh,,Negotiable,"['gitlab', 'ci', 'git', 'java', 'bitbucket']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22098.png,https://nodeflair.com/jobs/ho-chi-minh-backend-developer-java-191684?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
App Developer (React Native),SoBanHang,,Negotiable,"['rest api', 'web token', 'mode', 'mocha', 'jest', 'react native', 'ios', 'android', 'kotlin', 'swift', 'json', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13030.png,https://nodeflair.com/jobs/sobanhang-app-developer-react-native-191683?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Frontend Developer,VMO Holdings,,Negotiable,"['svn', 'nextjs', 'ci', 'flow', 'mode', 'webpack', 'oop', 'git', 'html', 'angular', 'javascript', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9280.png,https://nodeflair.com/jobs/vmo-holdings-senior-frontend-developer-191682?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Product Designer - Mobile Application,BitMEX,,Negotiable,"['figma', 'play']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/4736.png,https://nodeflair.com/jobs/bitmex-product-designer-mobile-application-191681?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Middle/Senior Software Engineer,Zalo,,Negotiable,"['http', 'gitlab', 'udp', 'tcp', 'c++', 'jenkins', 'go', 'rpc', 'salt', 'ci', 'grpc', 'oop', 'puppet', 'git', 'java', 'linux', 'nosql', 'ansible', 'sql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9246.png,https://nodeflair.com/jobs/zalo-middle-senior-software-engineer-191680?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Fullstack Developer (Java, VueJS)",Rikkeisoft,,Negotiable,['java'],Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11213.png,https://nodeflair.com/jobs/rikkeisoft-fullstack-developer-java-vuejs-191679?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Middle .NET Engineer,Orient Software,,Negotiable,"['mvc', 'net core', 'oop', 'html', 'aspnet', 'angular', 'net', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/2011.png,https://nodeflair.com/jobs/orient-software-middle-net-engineer-191678?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Python Developer,Politetech,,Negotiable,"['tdd', 'aws', 'docker', 'play', 'soa', 'ec2', 'kubernetes', 'typescript', 'javascript', 'postgresql', 'mysql', 'react', 'django', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13434.png,https://nodeflair.com/jobs/politetech-python-developer-191677?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
DevOps,Nexle,,Negotiable,"['aws', 'docker', 'jenkins', 'go', 'mesos', 'teamcity', 'ci', 'shell', 'chef', 'puppet', 'octopus deploy', 'vsts', 'git', 'bamboo', 'azure', 'java', 'vagrant', 'bitbucket', 'kubernetes', 'angular', 'ansible', 'ruby', 'javascript', 'nodejs', 'php', 'react', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11963.png,https://nodeflair.com/jobs/nexle-devops-191770?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Lập Trình Viên Fullstack ( PHP - Laravel),Unica,,Negotiable,"['laravel', 'sql', 'php']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11690.png,https://nodeflair.com/jobs/unica-l-p-trinh-vien-fullstack-php-laravel-191766?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fullstack Developer,Tinhvan Group,,Negotiable,"['javascript', 'c#', 'nodejs', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11818.png,https://nodeflair.com/jobs/tinhvan-group-fullstack-developer-191764?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Game Client Developer (Cocos),Xipat,,Negotiable,"['play', 'html', 'typescript', 'javascript']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12481.png,https://nodeflair.com/jobs/xipat-game-client-developer-cocos-191779?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Data Protection and Information Security Officer,Bosch,,Negotiable,"['manager', 'ec2', 'security']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/141.png,https://nodeflair.com/jobs/bosch-data-protection-and-information-security-officer-191760?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Java Backend ~ $2000,Dr.JOY,,Negotiable,"['spring', 'springboot']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9779.png,https://nodeflair.com/jobs/dr-joy-senior-java-backend-2000-191758?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Python Frontend Developer,MobiWork,,Negotiable,"['mariadb', 'rest api', 'api', 'jinja', 'html', 'bootstrap', 'javascript', 'sql', 'ajax', 'jquery', 'django', 'python', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13308.png,https://nodeflair.com/jobs/mobiwork-python-frontend-developer-191571?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Lập Trình Viên Frontend ( VueJs ),Lisod,,Negotiable,"['git', 'html', 'angular', 'javascript', 'jquery', 'react', 'css', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13391.png,https://nodeflair.com/jobs/lisod-senior-l-p-trinh-vien-frontend-vuejs-191578?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fresher Quality Assurance,SmartOSC,,Negotiable,"['qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8024.png,https://nodeflair.com/jobs/smartosc-fresher-quality-assurance-191589?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Lập Trình Viên Reactjs,OWS,,Negotiable,"['api', 'git', 'html', 'react native', 'javascript', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12450.png,https://nodeflair.com/jobs/ows-l-p-trinh-vien-reactjs-191586?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
[Remote - HCM] Game Operation/ Operator/ Designer/ Planner,Ateam Vietnam,,Negotiable,[],Vietnam,Full-time,https://nodeflair.com/api/v2/companies/14791.png,https://nodeflair.com/jobs/ateam-vietnam-remote-hcm-game-operation-operator-designer-planner-191565?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Engineer (iOS),VNG,,Negotiable,"['mvc', 'objective c', 'mvvm', 'uikit', 'ios', 'swift']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/3368.png,https://nodeflair.com/jobs/vng-software-engineer-ios-191514?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Data Engineer up to 45M,SETA,,Negotiable,"['etl', 'aws', 'analytics', 'elastic', 'microsoft', 'bigquery', 'cloudera', 'azure', 'sql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13180.png,https://nodeflair.com/jobs/seta-data-engineer-up-to-45m-191513?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Front-end Developer,CoverGo | Insurtech,,Negotiable,"['rest api', 'api', 'figma', 'git', 'typescript', 'javascript', 'graphql', 'react', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/5650.png,https://nodeflair.com/jobs/covergo-insurtech-senior-front-end-developer-191512?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Flutter (Mobile) Developer,Galaxy Holdings,,Negotiable,['flutter'],Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22413.png,https://nodeflair.com/jobs/galaxy-holdings-flutter-mobile-developer-191511?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
QA Engineer,Dikshatek,,Negotiable,"['tdd', 'aws', 'selenium', 'api', 'cucumber', 'java', 'html', 'appium', 'sql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22026.png,https://nodeflair.com/jobs/dikshatek-qa-engineer-191510?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Data Engineer,qode.world,,Negotiable,"['etl', 'aws', 'rest api', 'elk', 'databricks', 'logstash', 'kibana', 'airflow', 'nosql', 'sql', 'json', 'elasticsearch', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22132.png,https://nodeflair.com/jobs/qode-world-senior-data-engineer-191509?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
iOS Engineer- Flutter,LittleLives,,Negotiable,"['core data', 'rest api', 'objective c', 'api', 'core animation', 'git', 'flutter', 'ios', 'swift']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/2377.png,https://nodeflair.com/jobs/littlelives-ios-engineer-flutter-191508?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Mobile Engineer (Flutter),Be Group,,Negotiable,"['gitlab', 'nextjs', 'go', 'analytics', 'ci', 'gke', 'flutter', 'istio', 'ios', 'android', 'typescript', 'graphql', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9300.png,https://nodeflair.com/jobs/be-group-mobile-engineer-flutter-191507?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
(Senior) Data Engineer,Hailstone Labs,,Negotiable,"['etl', 'aws', 'docker', 'dataflow', 'bigquery', 'apache', 'scrapy', 'beautiful soup', 'airflow', 'kubernetes', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/21293.png,https://nodeflair.com/jobs/hailstone-labs-senior-data-engineer-191506?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full-Stack Developer,DIQIT,,Negotiable,"['go', 'ci', 'redshift', 'git', 'nosql', 'javascript', 'nodejs', 'postgresql', 'react', 'mongodb', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13781.png,https://nodeflair.com/jobs/diqit-full-stack-developer-191505?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
NodeJS Engineer,Dikshatek,,Negotiable,"['aws', 'rest api', 'docker', 'api', 'google cloud', 'ci', 'git', 'azure', 'nosql', 'kubernetes', 'javascript', 'nodejs', 'postgresql', 'mysql', 'redis', 'mongodb']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22026.png,https://nodeflair.com/jobs/dikshatek-nodejs-engineer-191504?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
DevOps Engineer,LG CNS,,Negotiable,"['strategy', 'gitlab', 'aws', 'terraform', 'docker', 'jenkins', 'argocd', 'packer', 'ci', 'nexus', 'azure', 'gradle', 'maven', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/14525.png,https://nodeflair.com/jobs/lg-cns-devops-engineer-191503?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Senior Fullstack Engineer (Reactjs, Golang)",Be Group,,Negotiable,"['gitlab', 'nextjs', 'docker', 'go', 'ci', 'gke', 'git', 'flutter', 'istio', 'html', 'typescript', 'javascript', 'react', 'css', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9300.png,https://nodeflair.com/jobs/be-group-senior-fullstack-engineer-reactjs-golang-191501?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Applications Developer III,CST Industries,,Negotiable,"['wordpress', 'mvc', 'docker', 'visual studio', 'soa', 't sql', 'microsoft', 'wcf', 'soap', 'net core', 'git', 'azure', 'java', 'html', 'aspnet', 'bootstrap', 'javascript', 'sql', 'c#', 'jquery', 'css', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22310.png,https://nodeflair.com/jobs/cst-industries-applications-developer-iii-191500?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Back End Engineer, Plarform",Sky Mavis,,Negotiable,"['docker', 'c++', 'go', 'spring', 'rust', 'nosql', 'kubernetes', 'sql', 'django']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/14739.png,https://nodeflair.com/jobs/sky-mavis-back-end-engineer-plarform-191499?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Data Engineer,Dikshatek,,Negotiable,"['aws', 'oracle', 'data mart', 'microsoft', 'sap', 'pyspark', 'bigquery', 'redshift', 'd3', 'sql', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22026.png,https://nodeflair.com/jobs/dikshatek-senior-data-engineer-191498?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Software Engineer (.net),Masan Group,,Negotiable,"['api', 'net core', 'java', 'mssql', 'html', 'react native', 'javascript', 'sql', 'c#', 'net', 'postgresql', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/20180.png,https://nodeflair.com/jobs/masan-group-senior-software-engineer-net-191497?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Frontend Mobile Apps (ReactJS, React Native )",BlockOdyssey,,Negotiable,"['react native', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11739.png,https://nodeflair.com/jobs/blockodyssey-frontend-mobile-apps-reactjs-react-native-191564?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
DevOps Engineer (TecPMA),TecAlliance,,Negotiable,"['container', 'dynamodb', 'aws', 'terraform', 'ci', 'microsoft', 'azure', 'linux', 'elasticsearch', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8954.png,https://nodeflair.com/jobs/tecalliance-devops-engineer-tecpma-191496?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Web App Developer,Samsung,,Negotiable,"['mvc', 'svn', 'rest api', 'mvp', 'mvvm', 'oop', 'git', 'java', 'angular', 'json', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/1060.png,https://nodeflair.com/jobs/samsung-senior-web-app-developer-191495?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fullstack Engineer,Global Fashion Group,,Negotiable,"['strategy', 'aws', 'go', 'typescript', 'javascript', 'react', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/961.png,https://nodeflair.com/jobs/global-fashion-group-fullstack-engineer-191494?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Frontend Developer,Clevai Math,,Negotiable,"['nextjs', 'rest api', 'api', 'es5', 'react native', 'ios', 'android', 'javascript', 'react', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13420.png,https://nodeflair.com/jobs/clevai-math-frontend-developer-191581?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Intern Mobile Developer,VNEXT,,Negotiable,"['c++', 'oop', 'java']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9757.png,https://nodeflair.com/jobs/vnext-intern-mobile-developer-191576?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Internship Tester (French),Capgemini,,Negotiable,"['oop', 'java', 'c#', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/375.png,https://nodeflair.com/jobs/capgemini-internship-tester-french-191562?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Manual Tester (French),Capgemini,,Negotiable,"['postman', 'sprint', 'azure']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/375.png,https://nodeflair.com/jobs/capgemini-senior-manual-tester-french-191560?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Middle Full-stack Developer (Java - React) - Salary up to 30M,UPP,,Negotiable,"['javascript', 'sql', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/14523.png,https://nodeflair.com/jobs/upp-middle-full-stack-developer-java-react-salary-up-to-30m-191559?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Unity Developer Team Lead,Apero,,Negotiable,"['play', 'fcm', 'analytics', 'firebase', 'xen', 'c#']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7584.png,https://nodeflair.com/jobs/apero-unity-developer-team-lead-191567?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Thực Tập Sinh Fullstack Developer,FTech,,Negotiable,"['mvc', 'rest api', 'oop', 'javascript', 'nodejs', 'mysql', 'react', 'mongodb']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8449.png,https://nodeflair.com/jobs/ftech-th-c-t-p-sinh-fullstack-developer-191411?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
IT Comtor Cum Tester (Korean Speaking),CJ OliveNetworks,,Negotiable,"['magento', 'qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7777.png,https://nodeflair.com/jobs/cj-olivenetworks-it-comtor-cum-tester-korean-speaking-191428?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Lập Trình Viên Angular (Min 3 Năm Kinh Nghiệm),NMS,,Negotiable,"['rest api', 'ci', 'microsoft', 'scss', 'html', 'angular', 'typescript', 'javascript']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10180.png,https://nodeflair.com/jobs/nms-l-p-trinh-vien-angular-min-3-nam-kinh-nghi-m-191430?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Frontend ( ReactJS ) Developer - Tiếng Anh Giao Tiếp,VMO Holdings,,Negotiable,"['http', 'rest api', 'scss', 'enzyme', 'git', 'jest', 'sass', 'html', 'npm', 'redux', 'angular', 'typescript', 'es6', 'javascript', 'graphql', 'react', 'css', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9280.png,https://nodeflair.com/jobs/vmo-holdings-frontend-reactjs-developer-ti-ng-anh-giao-ti-p-191418?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
