Title,Company_name,Address,Contract_type,Requirement,Benefit,Technical_skills,Link_image,URL
"Fullstack Developer (PHP, Laravel, Nuxt/ VueJS)",SenPrints,"T3-OF08, Timescity, 458 Minh Khai, Hai Ba Trung, Ha Noi",Full time,"['Tốt nghiệp đại học chuyên ngành CNTT', 'Thành thạo PHP và một PHP framework (ưu tiên laravel)', 'Có tư duy logic tốt, khả năng làm việc linh hoạt, nắm bắt công nghệ mới nhanh', 'Có khả năng phát triển frontend (ưu tiên Nuxt/VueJS)', 'Có khả năng tìm hiểu nhanh về nghiệp vụ hệ thống, phân tích nghiệp vụ để triển khai chức năng', 'Ưu tiên ứng viên có kinh nghiệm làm việc trên các nền tảng xử lý dữ liệu và traffic lớn']",Negotiable,"['PHP', 'Laravel', 'VueJS']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNUVsR1E9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2c713f908479d3dceea787c0dbf71e0ab3b94118/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/SenPrints%20Icon.png,https://itviec.com/it-jobs/fullstack-developer-php-laravel-nuxt-vuejs-senprints-2541?lab_feature=preview_jd_page
Senior Database Developer (MS SQL),TPF Vietnam,"Unit D3-1, 3rd floor, Standard Factory D, Lot Va.04b located on Road 24 & 17, Industrial Park within Tan Thuan Export Processing Zone, Tan Thuan Dong Ward, District 7, Ho Chi Minh",Full time,"['Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience)', '3-5 years of relevant experience working in MS SQL database coding.', 'Solid experience in writing complex functions and Stored Procedures in SQL programming.', 'Good SQL optimisation knowledge – database tuning with best practise approach.', 'Experience working in reporting technique such as developing Database Warehouse.', 'Ability to apply data encryption to projects to improve data security.', 'Ability to hit the ground running and contribute to assigned projects from the start.', 'Understanding of E-Commerce website workflow and .NET programming knowledge is a plus.', 'Ability to handle high pressure during peak period.', 'Excellent logical thinking and attention to detail.', 'Attention to detail with minimum coding error', 'Ability to work independently with self-disciplined', 'Ability to read and work with English document']",Negotiable,"['SQL', 'Database', '.NET']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeXN0REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--80ed6e6929842b09a6b22ecf7b752b8991587996/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/tpf-vietnam-logo.png,https://itviec.com/it-jobs/senior-database-developer-ms-sql-tpf-vietnam-2150?lab_feature=preview_jd_page
Full stack Developer,WIZTECH VIETNAM,"15th Floor, Ladeco Building, 266 Doi Can Street, Ba Dinh, Ha Noi",Full time,[],Negotiable,"['.NET', 'C#', 'Angular']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMmtuTVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9f7d8ad9c3e760c160836f5b67822627c0c20f63/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/wiztechNewLogo_White-01.png,https://itviec.com/it-jobs/full-stack-developer-wiztech-vietnam-2732?lab_feature=preview_jd_page
Business Analyst (Core Securities System),CÔNG TY CỔ PHẦN CHỨNG KHOÁN KAFI,"Sailing Tower, 111A Pasteur, Ward Ben Nghe, District 1, Ho Chi Minh",Full time,"[""Bachelor's degree in Finance, Information Technology, or a related field."", '3 to 5 years relevant experience in working and developing core securities systems (AFE, FLEX, TTL…), updating regulations and changes of the Core KRX. ', 'Excellent analytical and problem-solving abilities, with a data-driven mindset.', 'Effective communication skills in both English and Vietnamese, with the ability to convey technical concepts to non-technical stakeholders.', 'Project management skills and experience in following up project scopes, tasks, and timelines.', 'Proficiency in using business analysis tools and software, such as Lucid/BPMN chart, JIRA, Office 365 (Excel, Word), and AI tools.', 'Knowledge of securities regulations and financial dynamics in Vietnam is a strong plus.']",Negotiable,"['Business Analyst', 'English']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeVNRS2c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--83867a1bccc23d2e657c2de1a8b8435a79674d69/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/SOLID%20DARK.png,https://itviec.com/it-jobs/business-analyst-core-securities-system-cong-ty-co-phan-chung-khoan-kafi-2248?lab_feature=preview_jd_page
"Database Administrator (Oracle, PostgreSQL) Up to 50Mil",LOTTE C&F VIETNAM,"Unit 3, Floor 11, Bitexco Financial Tower, 2 Hai Trieu Street, Ben Nghe, District 1, Ho Chi Minh",Full time,"['Mức lương cạnh tranh', 'Thưởng Tết tháng 13', 'Khám sức khỏe định kỳ hàng năm + Bảo hiểm chăm sóc sức khỏe cao cấp', '15 ngày nghỉ phép hàng năm cộng với 3 ngày nghỉ hè có lương', 'Phí hỗ trợ khóa học kỹ thuật/ngôn ngữ liên quan đến hoạt động kinh doanh của công ty', 'Miễn phí sử dụng đồ ăn, đồ uống tại khu vực Pantry', 'Môi trường làm việc quốc tế thân thiện']",Negotiable,"['Oracle', 'Database', 'PostgreSql']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK0MvUFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--44c19404e95b247266830dc1794e25ab33ed1a96/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/z4832073399117_3dabbbdfc1f1a4fb3b31134d5aaef93c%20-%20Ngoc%20Huyen%20Nguyen.jpg,https://itviec.com/it-jobs/database-administrator-oracle-postgresql-lotte-c-f-vietnam-3236?lab_feature=preview_jd_page
"Software Architect ( DevOps, Project Manager)",APEC Group,"Floor 3, Grand Plaza, 117 Tran Duy Hung, Cau Giay, Ha Noi",Full time,"['IT architecture, infrastructure, and cloud development', 'Engineering and software architecture design', 'Business analysis', 'DevOps', 'Project and product management', 'Analytical Thinking – Knowledge of techniques and tools that promote effective analysis and the ability to determine the root cause of organizational problems and create alternative solutions that resolve the problems in the best interest of the business.', 'Effective Communications – Understanding of effective communication concepts, tools and techniques; ability to effectively transmit, receive, and accurately interpret ideas, information, and needs through the application of appropriate communication behaviors.', 'Effectiveness Measurement – Ability to measure the quality and quantity of work effort for the purpose of improvement.', ""Industry Knowledge – Knowledge of the organization's industry group, trends, directions, major issues, regulatory considerations, and trendsetters; ability to apply this knowledge appropriately to diverse situations."", 'IT Standards, Procedures & Policies – Knowledge of and the ability to utilize a variety of administrative skill sets and technical knowledge to manage organizational IT policies, standards, and procedures.', 'Planning: Tactical, Strategic – Ability to contribute to operational (short term), tactical (1-2 years) and strategic (3-5 years) planning in support of the overall business plan.', 'Platform Architecture – Knowledge of technologies and methods to design processing mechanisms and roadmaps to execute business application systems; ability to design these roadmaps and deploy supportive interfaces for end-users to access related systems, in accordance with standards and processes.', 'Problem Solving – Knowledge of approaches, tools, techniques for recognizing, anticipating, and resolving organizational, operational or process problems; ability to apply this knowledge appropriately to diverse situations.', 'Software Product Design/Architecture – Knowledge of and experience with activities, tools and techniques for converting market requirements into the software product design.', ""The Open Group Architecture Framework (TOGAF) – Knowledge of and ability to use this universal framework released by 'The Open Group' to effectively plan, develop and govern enterprise architecture.""]",Negotiable,"['Software Architect', 'Project Manager', 'DevOps']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBd3pKSEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--013f56c2e6df0bf031c9fcf5ddd0db145623cde1/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/apec%20group-08.png,https://itviec.com/it-jobs/software-architect-devops-project-manager-apec-group-4516?lab_feature=preview_jd_page
Junior UX Researcher (Research Ops),Ninja Van Tech Lab,"253 Dien Bien Phu, Vo Thi Sau Ward, District 3, Ho Chi Minh",Full time,"['1-2 years hand-on experience of supporting and participating in research', 'time management and the ability to work on multiple projects', 'attention to detail in planning and', 'communication abilities to coordinate with participants, team members, and in drafting recruitment messages and other research-related', 'interpersonal skills to interact positively with research participants and build a pool of willing', ""to participants' needs and confidentiality"", 'to anticipate and resolve logistical issues related to research', 'in finding solutions to recruit and retain participants.']",Negotiable,[],https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNnQvRUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5cd30459cecd8fec16774dd37298af8fa6159f42/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/300x300-ninja_van_logo.jpg,https://itviec.com/it-jobs/junior-ux-researcher-research-ops-ninja-van-tech-lab-0701?lab_feature=preview_jd_page
Middle-Senior Fullstack JS Developer (NodeJS - ReactJS),Gigarion Technology,"305C/8A (307/27) Nguyen Van Troi St., Ward 01, Tan Binh, Ho Chi Minh",Full time,"['4+ years of experience in architecting, developing and deploying modern architectural patterns/techniques.', 'Experience in building, integrating and operating highly distributed applications (Microservices, SOA, self-contained systems).', 'Experience in event-driven architectures, messaging patterns and Apache Kafka is a plus.', 'Solid experience in designing & developing RESTful APIs and microservices-based system.', 'Solid experience in Agile development environments.', 'Strong understanding of standard Software Engineering process and Agile methodology.', 'Excellent software engineering skills and solution driven way of thinking.', 'Experience with React or other declarative UI frameworks is a plus.', 'Experience in AWS or other cloud environments is a plus.', 'Strong understanding of secure coding practices and application security.', 'Excellent command of English language.', 'NodeJS/NestJS', 'Relational DB (PostgreSQL, MySQL)', 'NoSQL (MongoDB, Redis)', 'Docker/Container', 'Restful APIs design (OpenAPI, Swagger)', 'JavaScript/TypeScript', 'ReactJS', 'Kubernetes', 'XML', 'Jenkins', 'Apache Kafka', 'Monitoring Tools (Grafana, Kibana)', 'Architectural Patterns', 'Symfony 4', 'AWS knowledge']",Negotiable,"['ReactJS', 'JavaScript', 'NodeJS']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMko4T0E9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5928306e916452227902633995d2442661e59838/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/logo%20cty.jpg,https://itviec.com/it-jobs/middle-senior-fullstack-js-developer-nodejs-reactjs-gigarion-technology-5001?lab_feature=preview_jd_page
Senior Java Dev - TNEX Finance - 3H121,Tập đoàn ROX (ROX Group),"Tòa nhà TNR, 54A Nguyễn Chí Thanh, Dong Da, Ha Noi",Full time,"['Computer science, software engineering, information technology graduate, or similar.', 'Minimum 4+ years of experience in development with Java technology.', 'Minimum 1+ years of experience in development with Web frontend ( Vujs or Agular or Nextjs)', 'Experience with RESTful APIs, Microservices', 'Ability to design a system that meets user requirements', 'Relational databases like PostgreSQL, MySQL', 'Familiar with Open-source frameworks/technologies such as Spring, Angular, Node.JS, and Hibernate; Content/documents management, workflow/case management; DevSecOps and tools used.', ' Deep understanding of Object Oriental Programming, Data Structures & Algorithms.', 'Experience with source code control systems such as SVN, CVS or Git', 'Knowledge of security and experience in writing secure and efficient codes.', 'Experience in implementing & maintaining Continuous Integration and Deployment process']",Negotiable,"['Java', 'MySQL']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMFZlUVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c5f46758308881ec1be9f52b6afb730fa12ff48f/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/ROX-Logo_1--vuong.jpg,https://itviec.com/it-jobs/senior-java-dev-tnex-finance-3h121z-tap-doan-rox-rox-group-2248?lab_feature=preview_jd_page
Project Manager,FuelCloud,"No 22, B2 Street, Sala Urban Residence, Thu Duc City, Ho Chi Minh",Full time,"['Bachelor’s degree in Computer Science, Management, or related field.', 'Master’s degree or relevant project management certification (e.g., PMP) is preferred.', 'Proven experience in firmware development and project management, ideally in an embedded systems environment.', 'Strong familiarity with project management software tools, methodologies, and best practices.', 'Strong technical background with understanding of software development.', 'Experience seeing projects through the full life cycle.', 'Excellent analytical skills.', 'Proven ability to solve problems creatively.', 'Experience with firmware development tools and methodologies.', 'Excellent written and verbal communication skills.', 'Strong organizational skills, including attention to detail and multitasking skills.', 'Ability to lead and motivate a team of engineers and developers.']",Negotiable,"['Project Manager', 'Team Leader', 'English']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN3hMRGc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9acc311ce578c453260b406796e2f8179497e05b/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/fuelcloud-logo.jpg,https://itviec.com/it-jobs/project-manager-fuelcloud-2115?lab_feature=preview_jd_page
Quản lý dự án Project Manager (English),Vietsoftpro,"12/71 Láng Hạ, Thành Công, Ba Dinh, Ha Noi",Full time,"['Tốt nghiệp CĐ/ĐH trở lên, Chuyên ngành về CNTT', 'Kinh nghiệm 03-05 năm ở vị trí tương đương. ', 'Tiếng Anh giao tiếp tốt ', 'Có kiến thức & kinh nghiệm về tư vấn lập dự án, quản lý dự án khối nhà nước ', 'Có kiến thức về bóc tách yêu cầu, lập dự toán theo định mức, đơn giá 2589/BTTTT-ƯDCNTT ', 'Có kiến thức về CSDL, ATTT ', 'Có khả năng chịu áp lực công việc, quản lý nhiều dự án cùng lúc', 'Có khả năng đi công tác tỉnh.']",Negotiable,"['Project Manager', 'English', 'Manager']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBek5wSnc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0f87fca9c806cb6f6f915b614dd1d123e21ed4b7/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/97ad9399-b847-452f-b7b5-fca83814d380.jpg,https://itviec.com/it-jobs/quan-ly-du-an-project-manager-english-vietsoftpro-4242?lab_feature=preview_jd_page
"Frontend Developer (ReactJS, Typescript, VueJS)",QTS Smart Software,"269/45 Phan Huy Ích, Go Vap, Ho Chi Minh",Full time,[],Negotiable,"['ReactJS', 'VueJS', 'TypeScript']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBejNES1E9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9ac6f0be6fbec7047ea39817e42aa96ddef98611/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/QTS.jpg,https://itviec.com/it-jobs/frontend-developer-reactjs-typescript-qts-smart-software-1653?lab_feature=preview_jd_page
Hybrid - Senior Backend (NodeJS/Golang/PHP),GEEK UP,"244 Huynh Van Banh, Phu Nhuan, Ho Chi Minh",Full time,"['At least 3 years of experience with backend development using one or more programing languages (NodeJS, Golang, PHP, …)', 'Strong understanding and experience in the development of high-availability and robust APIs', 'Proficiency in designing, querying and optimizing database both relational and non-relational database', 'Experience in Cloud service such as AWS or Azure', 'Experience in working with the system or CI/CD tools such as Jenkins and Docker', 'Desire to involve in full cycle- software development', 'Clear communication skill and product mindset', 'Experience in designing software architecture']",Negotiable,"['PHP', 'NodeJS', 'Golang']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNUFvSFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b998ca108038d0d9226e3c76e5beb90ff46f0e3e/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Logo+Slogan-Black.png,https://itviec.com/it-jobs/hybrid-senior-backend-nodejs-golang-php-geek-up-4408?lab_feature=preview_jd_page
